PostholeID,PithouseID,Original_ID,Added_ID,Adapted_ID,Diameter,Major,Minor,Depth,Scale1m,D_Measure,D_Scaled,FlrLvlDep,FlrLvlDepScale,PostType,D_Ref,Notes
PH269-1119-1-1005,P269-1119-1,P5,,P5,,,,0.8,1.66,0.33,0.1987951807,uk,#VALUE!,p,122,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1119-1-1006,P269-1119-1,P6,,P6,,,,0.47,1.66,0.42,0.2530120482,uk,#VALUE!,p,122,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1119-1-1007,P269-1119-1,P7,,P7,,,,0.6,1.66,0.33,0.1987951807,uk,#VALUE!,p,122,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-1-1001,P269-1148-1,P1,,P1,,,,0.28,1.67,0.57,0.3413173653,uk,#VALUE!,p,124,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-1-1002,P269-1148-1,P2,,P2,,,,0.5,1.67,0.5,0.2994011976,uk,#VALUE!,p,124,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-1-1003,P269-1148-1,P3,,P3,,,,0.4,1.67,0.65,0.3892215569,uk,#VALUE!,p,124,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-1-1004,P269-1148-1,P4,,P4,,,,0.23,1.67,0.44,0.2634730539,uk,#VALUE!,p,124,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-2-1001,P269-1148-2,P1,,P1,,,,0.28,1.67,0.57,0.3413173653,uk,#VALUE!,p,124,Appears postholes were reused from previous builing phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-2-1002,P269-1148-2,P2,,P2,,,,0.5,1.67,0.5,0.2994011976,uk,#VALUE!,p,124,Appears postholes were reused from previous builing phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-2-1003,P269-1148-2,P3,,P3,,,,0.4,1.67,0.65,0.3892215569,uk,#VALUE!,p,124,Appears postholes were reused from previous builing phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1148-2-1004,P269-1148-2,P4,,P4,,,,0.23,1.67,0.44,0.2634730539,uk,#VALUE!,p,124,Appears postholes were reused from previous builing phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1123-1-1001,P269-1123-1,P1,,P1,,,,0.36,1.67,0.13,0.07784431138,,0,p,125,Overlapping postholes. Innermost posthole measured. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1123-1-1002,P269-1123-1,P2,,P2,,,,0.61,1.67,0.18,0.1077844311,,0,p,125,Overlapping postholes. Innermost posthole measured. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1123-1-1003,P269-1123-1,P3,,P3,,,,0.64,1.67,0.33,0.1976047904,,0,p,125,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1123-1-1004,P269-1123-1,P4,,P4,,,,0.26,1.67,0.34,0.2035928144,,0,p,125,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1153-1-1001,P269-1153-1,P1,,P1,,,,0.41,1.67,0.32,0.1916167665,uk,#VALUE!,p,128,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1153-1-1002,P269-1153-1,P2,,P2,,,,0.47,1.67,0.28,0.1676646707,uk,#VALUE!,p,128,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1153-1-1003,P269-1153-1,P3,,P3,,,,0.55,1.67,0.21,0.125748503,uk,#VALUE!,p,128,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1153-1-1004,P269-1153-1,P4,,P4,,,,0.21,1.67,0.31,0.1856287425,uk,#VALUE!,p,128,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-1-1002,P269-1146-1,P2,,P2,,,,0.61,1.67,0.36,0.2155688623,,0,p,129,"P1 and P2 located next to each other. One of the postholes was probably a repair, but the report doesn't indicate which came first. The positioning of P2 seems better, so it is used instead of P1. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1146-1-1003,P269-1146-1,P3,,P3,,,,0.47,1.67,0.51,0.3053892216,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-1-1004,P269-1146-1,P4,,P4,,,,0.64,1.67,0.42,0.251497006,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-1-1005,P269-1146-1,P5,,P5,,,,0.76,1.67,0.23,0.1377245509,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-2-1006,P269-1146-2,P6,,P6,,,,0.74,1.67,0.2,0.119760479,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-2-1007,P269-1146-2,P7,,P7,,,,0.52,1.67,0.41,0.245508982,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-2-1008,P269-1146-2,P8,,P8,,,,1.04,1.67,0.6,0.3592814371,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-2-1009,P269-1146-2,P9,,P9,,,,0.69,1.67,0.42,0.251497006,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-2-1010,P269-1146-2,P10,,P10,,,,0.59,1.67,0.54,0.3233532934,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1146-2-1011,P269-1146-2,P11,,P11,,,,0.57,1.67,0.41,0.245508982,,0,p,129,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1149-1-1001,P269-1149-1,P1,,P1,,,,0.47,1.67,0.29,0.1736526946,,0,p,140,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1149-1-1002,P269-1149-1,P2,,P2,,,,0.41,1.67,0.17,0.1017964072,,0,p,140,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1149-1-1003,P269-1149-1,P3,,P3,,,,0.32,1.67,0.24,0.1437125749,,0,p,140,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1149-1-1004,P269-1149-1,P4,,P4,,,,0.4,1.67,0.11,0.06586826347,,0,p,140,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1161-2-1001,P269-1161-2,P1,,P1,,,,0.73,1.68,0.45,0.2678571429,uk,#VALUE!,p,142,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1161-2-1002,P269-1161-2,P2,,P2,,,,0.83,1.68,0.31,0.1845238095,uk,#VALUE!,p,142,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1161-2-1003,P269-1161-2,P3,,P3,,,,0.76,1.68,0.26,0.1547619048,uk,#VALUE!,p,142,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1161-2-1004,P269-1161-2,P4,,P4,,,,0.37,1.68,0.41,0.244047619,uk,#VALUE!,p,142,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1163-1-1001,P269-1163-1,P1,,P1,,,,0.91,1.67,0.26,0.1556886228,uk,#VALUE!,p,144,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1163-1-1002,P269-1163-1,P2,,P2,,,,0.83,1.67,0.27,0.1616766467,uk,#VALUE!,p,144,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1163-1-1003,P269-1163-1,P3,,P3,,,,0.83,1.67,0.25,0.1497005988,uk,#VALUE!,p,144,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1163-1-1004,P269-1163-1,P4,,P4,,,,0.6,1.67,0.26,0.1556886228,uk,#VALUE!,p,144,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1164-3-1006,P269-1164-3,P6,,P6,,,,0.94,1.67,0.35,0.2095808383,,0,p,145,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1164-3-1007,P269-1164-3,P7,,P7,,,,0.8,1.67,0.36,0.2155688623,,0,p,145,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1164-3-1008,P269-1164-3,P8,,P8,,,,0.57,1.67,0.32,0.1916167665,,0,p,145,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1164-3-1009,P269-1164-3,P9,,P9,,,,0.81,1.67,0.42,0.251497006,,0,p,145,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1164-3-1010,P269-1164-3,P10,,P10,,,,0.7,1.67,0.29,0.1736526946,,0,p,145,P10 and P11 are adjacent to eacho other. One is most likely a repair. P10 located further from the center of the dwelling was used. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1166-1-1001,P269-1166-1,P1,,P1,,,,0.7,1.67,0.51,0.3053892216,uk,#VALUE!,p,148,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1166-1-1002,P269-1166-1,P2,,P2,,,,0.63,1.67,0.48,0.2874251497,uk,#VALUE!,p,148,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1166-1-1003,P269-1166-1,P3,,P3,,,,0.58,1.67,0.29,0.1736526946,uk,#VALUE!,p,148,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1166-1-1004,P269-1166-1,P4,,P4,,,,0.43,1.67,0.43,0.2574850299,uk,#VALUE!,p,148,"Overlapping postholes. Initial posthole irregular and obscured, so posthole with depth of 43cm was measured. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1166-1-1005,P269-1166-1,P5,,P5,,,,0.25,1.67,0.15,0.08982035928,uk,#VALUE!,p,148,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1167-1-1001,P269-1167-1,P1,,P1,,,,0.75,1.67,0.19,0.1137724551,,0,p,149,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1167-1-1002,P269-1167-1,P2,,P2,,,,0.73,1.67,0.12,0.07185628743,,0,p,149,"Overlapping postholes, innermost posthole with depth measurement recorded. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1167-1-1003,P269-1167-1,P3,,P3,,,,0.74,1.67,0.42,0.251497006,,0,p,149,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1167-1-1004,P269-1167-1,P4,,P4,,,,0.58,1.67,0.16,0.09580838323,,0,p,149,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1010,P269-1191-2,P10,,P10,,,,0.52,1.67,0.34,0.2035928144,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1011,P269-1191-2,P11,,P11,,,,0.71,1.67,0.35,0.2095808383,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1012,P269-1191-2,P12,,P12,,,,0.79,1.67,0.44,0.2634730539,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1013,P269-1191-2,P13,,P13,,,,0.83,1.67,0.39,0.2335329341,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1014,P269-1191-2,P14,,P14,,,,0.81,1.67,0.39,0.2335329341,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1015,P269-1191-2,P15,,P15,,,,0.77,1.67,0.39,0.2335329341,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1191-2-1016,P269-1191-2,P16,,P16,,,,0.79,1.67,0.38,0.2275449102,,0,p,155,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1192-1-1001,P269-1192-1,P1,,P1,,,,0.56,1.66,0.27,0.1626506024,,0,p,157,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1192-1-1002,P269-1192-1,P2,,P2,,,,0.56,1.66,0.36,0.2168674699,,0,p,157,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1192-1-1003,P269-1192-1,P3,,P3,,,,0.65,1.66,0.42,0.2530120482,,0,p,157,Overlapping postholes. Innermost posthole measured. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1192-1-1004,P269-1192-1,P4,,P4,,,,0.56,1.66,0.31,0.186746988,,0,p,157,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1193-1-1001,P269-1193-1,P1,,P1,,,,0.78,1.66,0.37,0.2228915663,,0,p,158,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1193-1-1002,P269-1193-1,P2,,P2,,,,0.75,1.66,0.35,0.2108433735,,0,p,158,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1193-1-1003,P269-1193-1,P3,,P3,,,,0.78,1.66,0.42,0.2530120482,,0,p,158,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1193-1-1004,P269-1193-1,P4,,P4,,,,0.75,1.66,0.37,0.2228915663,,0,p,158,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1193-1-1006,P269-1193-1,P6,,P6,,,,0.48,1.66,0.44,0.265060241,,0,p,158,"Other than P5, report showed all main posts from the same phase. It appears that for the first reported phase, the only difference was that P5 was replaced with P6. In case this interpretation is incorrect, I'll be using P6 in this phase instead of P5. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1170-1-1001,P269-1170-1,P1,,P1,,,,0.62,1.67,0.35,0.2095808383,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-1-1002,P269-1170-1,P2,,P2,,,,0.4,1.67,0.47,0.2814371257,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-1-1003,P269-1170-1,P3,,P3,,,,0.43,1.67,0.37,0.2215568862,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-1-1004,P269-1170-1,P4,,P4,,,,0.55,1.67,0.39,0.2335329341,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-2-1001,P269-1170-2,P1,,P1,,,,0.62,1.67,0.35,0.2095808383,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-2-1005,P269-1170-2,P5,,P5,,,,0.38,1.67,0.24,0.1437125749,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-2-1006,P269-1170-2,P6,,P6,,,,0.62,1.67,0.36,0.2155688623,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1170-2-1007,P269-1170-2,P7,,P7,,,,0.65,1.67,0.33,0.1976047904,,0,p,159,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1174-1-1001,P269-1174-1,P1,,P1,,,,0.91,1.67,0.38,0.2275449102,,0,p,161,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1174-1-1002,P269-1174-1,P2,,P2,,,,0.7,1.67,0.3,0.1796407186,,0,p,161,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1174-1-1003,P269-1174-1,P3,,P3,,,,0.71,1.67,0.4,0.2395209581,,0,p,161,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1174-1-1004,P269-1174-1,P4,,P4,,,,0.84,1.67,0.45,0.2694610778,,0,p,161,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1174-1-1005,P269-1174-1,P5,,P5,,,,0.81,1.67,0.47,0.2814371257,,0,p,161,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1185-1-1001,P269-1185-1,P1,,P1,,,,0.59,1.67,0.5,0.2994011976,,0,p,169,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1185-1-1002,P269-1185-1,P2,,P2,,,,0.84,1.67,0.61,0.3652694611,,0,p,169,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1185-1-1003,P269-1185-1,P3,,P3,,,,0.95,1.67,0.6,0.3592814371,,0,p,169,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1185-1-1004,P269-1185-1,P4,,P4,,,,0.74,1.67,0.94,0.5628742515,,0,p,169,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1195-2-1003,P269-1195-2,P3,,P3,,,,0.79,1.67,0.3,0.1796407186,,0,p,173,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1195-2-1004,P269-1195-2,P4,,P4,,,,0.98,1.67,0.38,0.2275449102,,0,p,173,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1195-2-1005,P269-1195-2,P5,,P5,,,,0.77,1.67,0.37,0.2215568862,,0,p,173,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1195-2-1006,P269-1195-2,P6,,P6,,,,0.82,1.67,0.24,0.1437125749,,0,p,173,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1172-1-1001,P269-1172-1,P1,,P1,,,,0.64,1.66,0.32,0.1927710843,,0,p,174,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1172-1-1003,P269-1172-1,P3,,P3,,,,0.36,1.66,0.41,0.2469879518,,0,p,174,"P3 cuts into P2. Both are though to be from the same build phase. As P2 is obscured, P3 is used as representative posthole for the location. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1172-1-1004,P269-1172-1,P4,,P4,,,,0.52,1.66,0.42,0.2530120482,,0,p,174,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1172-2-1005,P269-1172-2,P5,,P5,,,,0.5,1.66,0.6,0.3614457831,,0,p,174,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1172-2-1006,P269-1172-2,P6,,P6,,,,0.46,1.66,0.58,0.3493975904,,0,p,174,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1172-2-1007,P269-1172-2,P7,,P7,,,,0.58,1.66,0.53,0.3192771084,,0,p,174,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-2-1001,P269-1171-2,P1,,P1,,,,0.61,1.67,0.42,0.251497006,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-2-1003,P269-1171-2,P3,,P3,,,,0.52,1.67,0.52,0.3113772455,,0,p,175,P3 seems to slightly overlap P2 indicating it is from the second build phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-2-1004,P269-1171-2,P4,,P4,,,,0.55,1.67,0.24,0.1437125749,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-2-1006,P269-1171-2,P6,,P6,,,,0.6,1.67,0.38,0.2275449102,,0,p,175,P6 overlaps P5 indicating it is from the second build phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-2-1008,P269-1171-2,P8,,P8,,,,0.51,1.67,0.38,0.2275449102,,0,p,175,P8 overlaps P7 indicating it is from the second build phase. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-3-1009,P269-1171-3,P9,,P9,,,,0.88,1.67,0.49,0.2934131737,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-3-1010,P269-1171-3,P10,,P10,,,,0.82,1.67,0.52,0.3113772455,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-3-1011,P269-1171-3,P11,,P11,,,,0.81,1.67,0.63,0.377245509,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-3-1012,P269-1171-3,P12,,P12,,,,0.9,1.67,0.43,0.2574850299,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1171-3-1013,P269-1171-3,P13,,P13,,,,0.72,1.67,0.46,0.2754491018,,0,p,175,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1179-2-1001,P269-1179-2,P1,,P1,,,,0.55,1.67,0.26,0.1556886228,uk,#VALUE!,p,179,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1179-2-1002,P269-1179-2,P2,,P2,,,,0.19,1.67,0.36,0.2155688623,uk,#VALUE!,p,179,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1179-2-1003,P269-1179-2,P3,,P3,,,,1.08,1.67,0.52,0.3113772455,uk,#VALUE!,p,179,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1184-1-1001,P269-1184-1,P1,,P1,,,,0.45,1.67,0.14,0.08383233533,,0,p,183,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1184-1-1002,P269-1184-1,P2,,P2,,,,0.59,1.67,0.14,0.08383233533,,0,p,183,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1184-1-1003,P269-1184-1,P3,,P3,,,,0.88,1.67,0.29,0.1736526946,,0,p,183,Overlapping postholes. Innermost posthole with depth measurement measured for diameter. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1184-1-1004,P269-1184-1,P4,,P4,,,,0.59,1.67,0.25,0.1497005988,,0,p,183,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-1-1001,P269-1204-1,P1,,P1,,,,0.72,1.68,0.43,0.255952381,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-1-1002,P269-1204-1,P2,,P2,,,,0.79,1.68,0.24,0.1428571429,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-1-1003,P269-1204-1,P3,,P3,,,,0.79,1.68,0.51,0.3035714286,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-1-1004,P269-1204-1,P4,,P4,,,,0.66,1.68,0.52,0.3095238095,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-1-1005,P269-1204-1,P5,,P5,,,,0.67,1.68,0.48,0.2857142857,,0,p,186,P5 cut into by P13. Diameter measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-1-1006,P269-1204-1,P6,,P6,,,,0.7,1.68,0.41,0.244047619,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-2-1007,P269-1204-2,P7,,P7,,,,0.67,1.68,0.54,0.3214285714,,0,p,186,P15 is located between P7 and P14. The placement doesn't match the previous phase and is closer to the other postholes than is normal at this dwelling. It will be treated as a repair in this phase and not recorded. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-2-1009,P269-1204-2,P9,,P9,,,,0.73,1.68,0.44,0.2619047619,,0,p,186,P8 is located between P7 and P9. The placement doesn't match the previous phase and is closer to the other postholes than is normal at this dwelling. It will be treated as a repair in this phase and not recorded. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-2-1010,P269-1204-2,P10,,P10,,,,0.67,1.68,0.65,0.3869047619,,0,p,186,P8 is located between P7 and P9. The placement doesn't match the previous phase and is closer to the other postholes than is normal at this dwelling. It will be treated as a repair in this phase and not recorded. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-2-1011,P269-1204-2,P11,,P11,,,,0.7,1.68,0.67,0.3988095238,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-2-1012,P269-1204-2,P12,,P12,,,,0.64,1.68,0.54,0.3214285714,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1204-2-1013,P269-1204-2,P13,,P13,,,,0.74,1.68,0.53,0.3154761905,,0,p,186,Scale bar set at 2 and 4m. 2m line measured and divided in half.
